Artikel Nr HOD;*Hersteller;*Typ;*Art.Gruppe Txt;*Bezeichnung;*Tuning;*Status;*Nettopreis Handel;*Empf.Werkstattpreis;*Empf.Endverbr.Preis;*VPE;*OE-Nummer;*EAN;*Priority Part;*Anlagedatum;*Länge cm;*Breite  cm;*Höhe  cm;*Gewicht Brutto;*Gewicht Netto;*GLS J/N;*Zolltarifnr;*Produktgruppe;*Gültig ab;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*Beschreibung;*
1280288;*BMW;*NEBELLEUCHTE RE.   E81/87,;*NEBELLAMPEN;*07-09/11               H11;*K;*1;*30.94;*70.49;*97.7;*1;*63176924656;*4052355026736;*;*20110525;*35;*35;*10;*0.76;*0.56;*J;*8512 2000;*14;*20230401;*Fog Light;*07-09/11               H11;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: H11;*;*;*;*;*
1280289;*BMW;*NEBELLEUCHTE LI.   E81/87,;*NEBELLAMPEN;*07-09/11               H11;*K;*1;*30.94;*70.49;*97.7;*1;*63176924655;*4052355026743;*;*20110525;*35;*35;*10;*0.76;*0.56;*J;*8512 2000;*14;*20230401;*Fog Light;*07-09/11               H11;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: H11;*;*;*;*;*
1280290;*BMW;*RÜCKLEUCHTE RE.    E81/87,;*RÜCKLEUCHTEN;*07-11                  LED;*K;*1;*52.53;*93.37;*117.8;*1;*63216924502;*4052355293039;*;*20120404;*43;*43;*15;*1.81;*0.96;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*07-11                  LED;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Vehicle Equipment: for vehicles with Xenon light;*Supplementary Article/Supplementary Info: without lamp base;*;*
1280291;*BMW;*RÜCKLEUCHTE LI.    E81/87,;*RÜCKLEUCHTEN;*07-11                  LED;*K;*1;*52.53;*93.37;*117.8;*1;*63216924501;*4052355293022;*;*20120404;*43;*43;*15;*1.81;*0.96;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*07-11                  LED;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Vehicle Equipment: for vehicles with Xenon light;*Supplementary Article/Supplementary Info: without lamp base;*;*
1280292;*BMW;*KENNZEICHENLEUCHTE    BMW,;*LED KENNZEICHENLEUCH;*LED                    BMW;*T;*1;*18.5;*0;*0;*1;*63266913913;*4052355026750;*;*20101011;*11;*7;*5;*0.2;*0;*J;*8512 2000;*122;*20230401;*Licence Plate Light;*LED                    BMW;*Light Design: LED;*Information Transfer: Suitable for CAN bus systems;*;*;*;*;*;*
1280340;*BMW;*SATZ GRILLE           E87,;*DESIGN GRILLE SPORT;*04-07;*T;*1;*39.5;*0;*0;*1;*;*4052355026767;*;*20061205;*43;*33;*7;*1.2;*1.05;*J;*8708 2990;*124;*20230401;*Radiator Grille;*04. Jul;*Colour: Chrome;*Quantity Unit: Set;*;*;*;*;*;*
1280350;*BMW;*STOßSTANGE VORN    E82/88,;*STOßSTANGE;*07-11;*K;*1;*156.84;*225;*359;*1;*51117209154;*4052355721457;*J;*20211122;*179;*64;*52;*5.5;*5.3;*N;*8708 1090;*2;*20230401;*Bumper;*07. Nov;*Fitting Position: Front;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Vehicle Equipment: for vehicles without sport bumper;*Surface: Primed;*;*;*
1280358;*BMW;*DIFFUSOR HI.       E82/88,;*DIFFUSOR/SPOILER/ÖSE;*07-13    SPORT-PERFORMANCE;*T;*1;*109;*0;*0;*1;*;*4052355692832;*;*20200922;*139;*10;*32;*1.1;*1;*J;*8708 2990;*127;*20230401;*Cover, bumper;*07-13    SPORT-PERFORMANCE;*Fitting Position: Rear;*Supplementary Article/Info 2: Outflow right;*Supplementary Article/Info 2: Outflow left;*Equipment Variant: Sport Performance;*Machined: with hole(s) for exhaust pipe;*Section: Lower Section;*;*
1280361;*BMW;*HECKLIPPE      BMW E82/88,;*LIPPEN/-SPOILER;*07-13         COUPE/CARBIO;*T;*1;*28.9;*0;*0;*1;*;*4052355321572;*;*20120905;*127;*24;*5;*1.9;*0;*J;*8708 2990;*42;*20230401;*Spoiler;*07-13         COUPE/CARBIO;*Fitting Position: Vehicle Tailgate;*Material: Plastic;*;*;*;*;*;*
1280380;*BMW;*SCHEINWERFER RE.  1-REIHE,;*SCHEINWERF. DEPO/TYC;*03.09-12;*K;*1;*57.63;*79.9;*199;*1;*63117249650;*4052355533555;*;*20170721;*59;*28;*30;*2.85;*1.95;*J;*8512 2000;*81;*20230401;*Headlight;*03.09.2012;*Fitting Position: Right;*Supplementary Article/Supplementary Info: without electric motor;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Housing Colour: Black;*Bulb Type: H7 / H7;*Left-hand / Right-hand Traffic: for right-hand traffic;*;*
1280381;*BMW;*SCHEINWERFER LI.  1-REIHE,;*SCHEINWERF. DEPO/TYC;*03.09-12;*K;*1;*57.63;*79.9;*199;*1;*63117249649;*4052355533562;*;*20170721;*59;*28;*30;*2.85;*1.95;*J;*8512 2000;*81;*20230401;*Headlight;*03.09.2012;*Fitting Position: Left;*Supplementary Article/Supplementary Info: without electric motor;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Housing Colour: Black;*Bulb Type: H7 / H7;*Left-hand / Right-hand Traffic: for right-hand traffic;*;*
1280382;*BMW;*SCHEINWERFER RE.  1-REIHE,;*SCHEINW.HELLA,VALEO;*03.09-12;*K;*1;*133.73;*176.44;*249;*1;*63 11 7 249 650;*4052355533579;*J;*20170721;*59;*39;*39;*3.53;*0;*J;*8512 2000;*4;*20230401;*Headlight;*03.09.2012;*Indicator Colour: Transparent;*Fitting Position: Right;*Supplementary Article/Supplementary Info: with bulb;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: H7;*;*
1280383;*BMW;*SCHEINWERFER LI.  1-REIHE,;*SCHEINW.HELLA,VALEO;*03.09-12;*K;*1;*139.69;*184.32;*249;*1;*63 11 7 249 649;*4052355533586;*J;*20170721;*59;*39;*39;*3.62;*0;*J;*8512 2000;*4;*20230401;*Headlight;*03.09.2012;*Indicator Colour: Transparent;*Fitting Position: Left;*Supplementary Article/Supplementary Info: with bulb;*Supplementary Article/Info 2: with motor for headlamp levelling;*Vehicle Equipment: for vehicles with headlamp levelling (electric);*Bulb Type: H7;*;*
1280384;*BMW;*BI-XENONSCHEINW. RE.  E88,;*SCHEINW.HELLA,VALEO;*11-14             E82 11->;*K;*1;*445.64;*587.99;*709;*1;*63117273838;*4052355626851;*J;*20180301;*60;*39;*30;*4.7;*0;*J;*8512 2000;*4;*20230401;*Headlight;*11-14             E82 11->;*Fitting Position: Right;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: without glow discharge lamp;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: with bulbs;*Vehicle Equipment: for vehicles with Xenon light;*;*
1280385;*BMW;*BI-XENONSCHEINW. LI.  E88,;*SCHEINW.HELLA,VALEO;*11-14             E82 11->;*K;*1;*445.64;*587.99;*709;*1;*63117273837;*4052355626844;*J;*20180301;*59;*39;*30;*4.7;*0;*J;*8512 2000;*4;*20230401;*Headlight;*11-14             E82 11->;*Fitting Position: Left;*Supplementary Article/Info 2: without cut-in unit;*Supplementary Article/Info 2: without glow discharge lamp;*Supplementary Article/Info 2: with motor for headlamp levelling;*Supplementary Article/Info 2: with bulbs;*Vehicle Equipment: for vehicles with Xenon light;*;*
1280388;*BMW;*NEBELLEUCHTE RE.  E82/E88,;*NEBELLAMPEN;*11-14     NUR COUPE/CABRIO;*K;*1;*30.53;*64.51;*97.7;*1;*63177273448;*4052355530332;*;*20170522;*14;*14;*15;*0.45;*0.45;*J;*8512 2000;*14;*20230401;*Fog Light;*11-14     NUR COUPE/CABRIO;*Fitting Position: Right;*Bulb Type: H8;*;*;*;*;*;*
1280389;*BMW;*NEBELLEUCHTE LI.  E82/E88,;*NEBELLAMPEN;*11-14     NUR COUPE/CABRIO;*K;*1;*30.53;*64.51;*97.7;*1;*63177273447;*4052355530349;*;*20170522;*14;*14;*15;*0.39;*0.39;*J;*8512 2000;*14;*20230401;*Fog Light;*11-14     NUR COUPE/CABRIO;*Fitting Position: Left;*Bulb Type: H8;*;*;*;*;*;*
1280390;*BMW;*RÜCKLEUCHTE RE.    E81/87,;*RÜCKLEUCHTEN;*07-11                  LED;*K;*1;*47.32;*69.9;*115;*1;*63210432624;*4052355293046;*;*20120404;*43;*43;*15;*1.81;*0.96;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*07-11                  LED;*Fitting Position: Right;*Quality: Depo / TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Vehicle Equipment: for vehicles with Xenon light;*Supplementary Article/Supplementary Info: without lamp base;*;*
1280391;*BMW;*RÜCKLEUCHTE LI.    E81/87,;*RÜCKLEUCHTEN;*07-11                  LED;*K;*1;*47.32;*69.9;*115;*1;*63210432623;*4052355293053;*;*20120404;*43;*43;*15;*1.81;*0.96;*J;*8512 2000;*12;*20230401;*Combination Rearlight;*07-11                  LED;*Fitting Position: Left;*Quality: Depo / TYC;*Bulb Type: LED;*Registration Type: E-type checked;*Vehicle Equipment: for vehicles with Xenon light;*Supplementary Article/Supplementary Info: without lamp base;*;*
1280440;*BMW;*SATZ GRILLE           E87,;*DESIGN GRILLE SPORT;*07-11;*T;*1;*25.9;*0;*0;*1;*;*4052355321565;*;*20120905;*43;*33;*7;*1.17;*1;*J;*8708 2990;*124;*20230401;*Radiator Grille;*07. Nov;*Colour: Black;*Quantity Unit: Set;*;*;*;*;*;*
1280441;*BMW;*SATZ GRILLE           E87,;*DESIGN GRILLE SPORT;*07-11    SPORT-PERFORMANCE;*T;*1;*25.5;*0;*0;*1;*51710441920;*4052355685735;*;*20200615;*40;*40;*10;*1.5;*0.9;*J;*8708 2990;*124;*20230401;*Radiator Grille;*07-11    SPORT-PERFORMANCE;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Performance;*Quantity Unit: Set;*;*;*;*
1280450;*BMW;*DESIGNSTOßSTANGE VORN E87,;*SPORTSTOßSTANGE;*04-11    AUCH E82/E81/E88,;*T;*1;*247;*0;*0;*1;*;*4052355363756;*;*20130430;*176;*56;*58;*9.7;*6;*N;*8708 1090;*110;*20230401;*Bumper;*04-11    AUCH E82/E81/E88,;*Equipment Variant: Sport Optic;*Fitting Position: Front;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Surface: Primed;*;*
1280451;*BMW;*DESIGNSTOßSTANGE VORN E87,;*SPORTSTOßSTANGE;*04-11            GRUNDIERT;*T;*1;*229;*0;*0;*1;*;*4052355420930;*;*20150119;*176;*56;*58;*9.7;*6;*N;*8708 1090;*110;*20230401;*Bumper;*04-11            GRUNDIERT;*Equipment Variant: Sport Optic;*Fitting Position: Front;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles without parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Surface: Primed;*;*
1280452;*BMW;*STOßST.LEISTE RE.     E87,;*STOSSST ZUBEHÖR VORN;*07-11            GRUNDIERT;*K;*1;*19.09;*23.87;*24.36;*1;*51117185134;*4052355285645;*J;*20120123;*60;*5;*3;*0.1;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*07-11            GRUNDIERT;*Fitting Position: Right Front;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*Quality: Certified Quality;*;*;*;*
1280453;*BMW;*STOßST.LEISTE LI.     E87,;*STOSSST ZUBEHÖR VORN;*07-11            GRUNDIERT;*K;*1;*19.56;*24.45;*24.95;*1;*51117185133;*4052355285652;*J;*20120123;*60;*5;*3;*0.1;*0;*J;*8708 1090;*60;*20230401;*Trim/Protective Strip, bumper;*07-11            GRUNDIERT;*Fitting Position: Left Front;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*Quality: Certified Quality;*;*;*;*
1280462;*BMW;*SATZ SRA KAPPEN   BMW E87,;*TUNING ZUBEHÖR;*04-11            GRUNDIERT;*T;*1;*18.5;*0;*0;*1;*;*4052355381040;*;*20131017;*8;*2;*4;*0.03;*0.02;*J;*8708 1090;*114;*20230401;*Cover, bumper;*04-11            GRUNDIERT;*Fitting Position: Front;*Quantity Unit: Set;*Surface: Primed;*;*;*;*;*
1280463;*BMW;*SPOILERSATZ VO.       E82,;*TUNING ZUBEHÖR;*11-13          SPORT-OPTIK;*T;*1;*149;*0;*0;*1;*;*4052355693259;*;*20201005;*145;*20;*20;*2.5;*2;*J;*8708 1090;*114;*20230401;*Spoiler;*11-13          SPORT-OPTIK;*Fitting Position: Front;*Fitting Position: Left;*Fitting Position: Right;*Equipment Variant: Sport-Optik;*for facelift:;*;*;*
1280480;*BMW;*DESIGNSCHEINW.SET 1-REIHE,;*ANGEL EYES;*04-11         GRAU-SILBER,;*T;*1;*188.9;*0;*0;*1;*;*4052355026811;*;*20100322;*59;*30;*57;*8.51;*6.4;*J;*8512 2000;*47;*20230401;*Headlight Set;*04-11         GRAU-SILBER,;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Chrome;*Bulb Type: H7 / H7;*Quality: ANGEL EYES;*Quality: Depo / TYC;*;*;*
1280488;*BMW;*NEBELLAMPENSET     E81/E83;*DESIGN NEBELSW. KLAR;*04->>;*T;*1;*28.5;*0;*0;*1;*63 17 6 924 655;*4052355651488;*;*20190315;*30;*30;*15;*2.5;*2.3;*J;*8512 2000;*125;*20230401;*Fog Light Set;*04->>;*Supplementary Article/Supplementary Info: with lamp base;*Bulb Type: H11;*Fitting Position: Left and right;*Lens Colour: Crystal clear;*;*;*;*
1280540;*BMW;*SATZ GRILLE           E87,;*DESIGN GRILLE SPORT;*07-11;*T;*1;*34;*0;*0;*1;*;*4052355321558;*;*20120905;*43;*33;*7;*1.17;*1;*J;*8708 2990;*124;*20230401;*Radiator Grille;*07. Nov;*Colour: Chrome / Black;*Quantity Unit: Set;*;*;*;*;*;*
1280580;*BMW;*DESIGNSCHEINW.SET 1-REIHE,;*ANGEL EYES;*04-11             SCHWARZ,;*T;*1;*189;*0;*0;*1;*;*4052355026828;*;*20091014;*60;*30;*58;*8.51;*6.1;*J;*8512 2000;*47;*20230401;*Headlight Set;*04-11             SCHWARZ,;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Bulb Type: H7 / H7;*Quality: ANGEL EYES;*Quality: Depo / TYC;*;*;*
1280581;*BMW;*DESIGNSCHEINW.SET 1-REIHE,;*ANGEL EYES;*04-11        SCHWARZ;H7+H7;*T;*1;*247.9;*0;*0;*1;*;*4052355540614;*;*20171107;*60;*57;*29;*8.51;*6.1;*J;*8512 2000;*47;*20230401;*Headlight Set;*04-11        SCHWARZ;H7+H7;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Chrome / Black;*Bulb Type: H7 / H7;*Light Design: DE;*Lens Colour: Crystal clear;*Left-hand / Right-hand Traffic: for right-hand traffic;*;*
1280588;*BMW;*NEBELLAMPENSET     E81/E83;*DESIGN NEBELSW. KLAR;*04->>;*T;*1;*27.9;*0;*0;*1;*63 17 6 924 655;*4052355651495;*;*20190315;*30;*30;*15;*2.5;*2.3;*J;*8512 2000;*125;*20230401;*Fog Light Set;*04->>;*Supplementary Article/Supplementary Info: with lamp base;*Bulb Type: H11;*Fitting Position: Left and right;*Lens Colour: Smoke Grey;*;*;*;*
1280640;*BMW;*DESIGNGRILL SET     E87/81;*DESIGN GRILLE SPORT;*07-11   SPORT-PERFORMANCE,;*T;*1;*32.5;*0;*0;*1;*;*4052355500663;*;*20161116;*37;*32;*7;*0.7;*0.5;*J;*8708 2990;*124;*20230401;*Radiator Grille;*07-11   SPORT-PERFORMANCE,;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport-Performance;*;*;*;*;*
1280650;*BMW;*DESIGNSTOßSTANGE VORN E87,;*SPORTSTOßSTANGE;*04-11       SPORT-TECHNIK,;*T;*1;*254;*0;*0;*1;*51117892591;*4052355362636;*;*20130417;*194;*55;*22;*9.5;*5.9;*N;*8708 1090;*110;*20230401;*Bumper;*04-11       SPORT-TECHNIK,;*Equipment Variant: M-Technic Optic;*Fitting Position: Front;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles without parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Surface: Primed;*;*
1280651;*BMW;*DESIGNSTOßSTANGE VORN E87,;*SPORTSTOßSTANGE;*04-11       SPORT-TECHNIK,;*T;*1;*269;*0;*0;*1;*51117837423;*4052355362643;*;*20130417;*194;*55;*22;*9.5;*5.9;*N;*8708 1090;*110;*20230401;*Bumper;*04-11       SPORT-TECHNIK,;*Equipment Variant: M-Technic Optic;*Fitting Position: Front;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Surface: Primed;*;*
1280655;*BMW;*DESIGNSTOßSTANGE HINT.E87,;*SPORTSTOßSTANGE;*04-11       SPORT-TECHNIK,;*T;*1;*269;*0;*0;*1;*;*4052355362667;*;*20130417;*210;*45;*60;*8.4;*4.8;*N;*8708 1090;*110;*20230401;*Bumper;*04-11       SPORT-TECHNIK,;*Equipment Variant: Sport-Technik;*Fitting Position: Rear;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles without parking assist;*Surface: Primed;*Machined: with hole(s) for exhaust pipe;*;*
1280656;*BMW;*DESIGNSTOßSTANGE HINT.E87,;*SPORTSTOßSTANGE;*04-11       SPORT-TECHNIK,;*T;*1;*264;*0;*0;*1;*;*4052355362674;*;*20130417;*210;*45;*60;*8.4;*4.8;*N;*8708 1090;*110;*20230401;*Bumper;*04-11       SPORT-TECHNIK,;*Equipment Variant: Sport-Technik;*Fitting Position: Rear;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*Machined: with hole(s) for exhaust pipe;*;*
1280661;*BMW;*FRONTSPOILER M1 OPTIK E87,;*LIPPEN/-SPOILER;*04-11   SPORT-PERFORMANCE,;*T;*1;*139;*0;*0;*1;*;*4052355425546;*;*20150415;*170;*25;*1;*5.5;*0;*J;*8708 2990;*42;*20230401;*Bumper;*04-11   SPORT-PERFORMANCE,;*Equipment Variant: Sport-Performance;*;*;*;*;*;*;*
1280662;*BMW;*SATZ SEITENSCHWELLER  E87,;*TUNING SEITENSCHWELL;*04-11       SPORT-TECHNIK,;*T;*1;*119;*0;*0;*1;*;*4052355362681;*;*20130417;*216;*29;*22;*6;*4;*J;*8708 2990;*36;*20230401;*Sill Trim;*04-11       SPORT-TECHNIK,;*Fitting Position: Left and right;*Number of Doors: 5;*Material: Plastic;*Equipment Variant: Sport-Technik;*;*;*;*
1280667;*BMW;*STOß.ST.EINSATZ HINT. E87,;*DIFFUSOR/SPOILER/ÖSE;*04-07           SPORTOPTIK;*T;*1;*69;*0;*0;*1;*;*4052355415615;*;*20141020;*124;*14;*24;*1.4;*0;*J;*8708 2990;*127;*20230401;*Cover, bumper;*04-07           SPORTOPTIK;*Fitting Position: Rear;*Supplementary Article/Info 2: Outflow left;*Supplementary Article/Info 2: Outflow right;*Equipment Variant: Sport Optic;*Machined: with hole(s) for exhaust pipe;*Section: Lower Section;*;*
1280668;*BMW;*STOß.ST.EINSATZ HINT. E87,;*DIFFUSOR/SPOILER/ÖSE;*04-07           SPORTOPTIK;*T;*1;*54;*0;*0;*1;*;*4052355415622;*;*20141020;*124;*26;*14;*1.4;*0;*J;*8708 2990;*127;*20230401;*Cover, bumper;*04-07           SPORTOPTIK;*Fitting Position: Rear;*Supplementary Article/Info 2: Outflow left;*Equipment Variant: Sport Optic;*Machined: with hole(s) for exhaust pipe;*Section: Lower Section;*Manufacturer Restriction: Diffusor;*;*
1280680;*BMW;*DESIGNSCHEINW.SET 1-REIHE,;*ANGEL EYES;*04-11       KLARGLAS/CHROM;*T;*1;*179;*0;*0;*1;*;*4052355026835;*;*20100729;*58;*37;*51;*7.6;*5.6;*J;*8512 2000;*47;*20230401;*Headlight Set;*04-11       KLARGLAS/CHROM;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Chrome;*Shape: Round;*Bulb Type: H7 / H7;*Light Function: with position light;*Quality: ANGEL EYES;*;*
1280681;*BMW;*DESIGNSCHEINW.SET 1-REIHE,;*CCFL SCHEINWERFER;*04-11        H7+H7 FÜR LWR;*T;*1;*214;*0;*0;*1;*;*4052355026842;*;*20110317;*58;*37;*51;*7.6;*5.6;*J;*8512 2000;*43;*20230401;*Headlight Set;*04-11        H7+H7 FšR LWR;*Equipment Variant: CCFL;*Vehicle Equipment: for vehicles without parking assist;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Chrome;*Shape: Round;*Bulb Type: H7 / H7;*;*
1280688;*BMW;*NEBELLAMPENSET     E81/E83;*DESIGN NEBELSW. KLAR;*04->>;*T;*1;*29.5;*0;*0;*1;*63 17 6 924 655;*4052355651532;*;*20190315;*30;*30;*15;*2.5;*2.3;*J;*8512 2000;*125;*20230401;*Fog Light Set;*04->>;*Supplementary Article/Supplementary Info: with lamp base;*Bulb Type: H11;*Fitting Position: Left and right;*Lens Colour: Yellow;*;*;*;*
1280740;*BMW;*SATZ GRILLE           E87,;*DESIGN GRILLE SPORT;*04-07    SPORT-PERFORMANCE;*T;*1;*29.9;*0;*0;*1;*;*4052355685773;*;*20200616;*40;*40;*10;*0.79;*0.55;*J;*8708 2990;*124;*20230401;*Radiator Grille;*04-07    SPORT-PERFORMANCE;*Colour: Black;*Colour: Mat;*Equipment Variant: Sport Performance;*Quantity Unit: Set;*not for facelift:;*;*;*
1280741;*BMW;*SATZ GRILLE           E87,;*DESIGN GRILLE SPORT;*04-07    SPORT-PERFORMANCE;*T;*1;*33.9;*0;*0;*1;*;*4052355685780;*;*20200616;*40;*40;*10;*0.79;*0.55;*J;*8708 2990;*124;*20230401;*Radiator Grille;*04-07    SPORT-PERFORMANCE;*Colour: Black;*Colour: Glossy;*Equipment Variant: Sport Performance;*Quantity Unit: Set;*not for facelift:;*;*;*
1280750;*BMW;*DESIGNSTOßSTANGE VORN E87,;*SPORTSTOßSTANGE;*04-11   SPORT-PERFORMANCE,;*T;*1;*249;*0;*0;*1;*;*4052355415738;*;*20141021;*212;*20;*57;*9.5;*5.9;*N;*8708 1090;*110;*20230401;*Bumper;*04-11   SPORT-PERFORMANCE,;*Equipment Variant: Sport-Performance;*;*;*;*;*;*;*
1280751;*BMW;*DESIGNSTOßSTANGE VORN E87,;*SPORTSTOßSTANGE;*04-11          SPORT-OPTIK;*T;*1;*249;*0;*0;*1;*;*4052355415745;*;*20141021;*212;*20;*57;*9.5;*5.9;*N;*8708 1090;*110;*20230401;*Bumper;*04-11          SPORT-OPTIK;*Equipment Variant: M1 Optic;*Fitting Position: Front;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*Vehicle Equipment: for vehicles with headlamp cleaning system;*Vehicle Equipment: for vehicles without fog lights;*;*
1280755;*BMW;*DESIGNSTOßSTANGE HI   E87,;*SPORTSTOßSTANGE;*04-11          SPORT-OPTIK;*T;*1;*259;*0;*0;*1;*;*4052355534842;*;*20170808;*208;*51;*62;*8.1;*4.1;*N;*8708 1090;*110;*20230401;*Bumper;*04-11          SPORT-OPTIK;*Equipment Variant: M1 Optik;*Fitting Position: Rear;*Bumper Version: Plastic;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1280756;*BMW;*DESIGNSTOßSTANGE HI   E82,;*SPORTSTOßSTANGE;*07-13          SPORT-OPTIK;*T;*1;*319;*0;*0;*1;*;*4052355534958;*;*20170808;*174;*46;*78;*8.3;*4;*N;*8708 1090;*110;*20230401;*Bumper;*07-13          SPORT-OPTIK;*Equipment Variant: M1 Optik;*Fitting Position: Rear;*Bumper Version: Plastic;*Vehicle Equipment: for vehicles with parking assist;*Surface: Primed;*;*;*
1280765;*BMW;*DESIGNSTOßSTANGE HI   E87,;*SPORTSTOßSTANGE;*04-11          SPORT-OPTIK;*T;*1;*239;*0;*0;*1;*;*4052355745361;*;*20230105;*208;*51;*62;*8.1;*4.1;*N;*8708 1090;*110;*20230401;*Bumper;*04-11          SPORT-OPTIK;*Equipment Variant: Sport-Optik;*Fitting Position: Rear;*Material: PP (Polypropylene);*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles without parking assist;*Surface: Primed;*;*
1280780;*BMW;*DESIGNSCHEINW.SET 1-REIHE,;*ANGEL EYES;*04-11     KLARGLAS/SCHWARZ;*T;*1;*186.9;*0;*0;*1;*;*4052355026859;*;*20100729;*58;*37;*51;*7.14;*5.4;*J;*8512 2000;*47;*20230401;*Headlight Set;*04-11     KLARGLAS/SCHWARZ;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Colour: Crystal clear;*Shape: Round;*Bulb Type: H7 / H7;*Light Function: with position light;*;*
1280781;*BMW;*DESIGNSCHEINW.SET 1-REIHE,;*CCFL SCHEINWERFER;*04-11        H7+H7 FÜR LWR;*T;*1;*189;*0;*0;*1;*;*4052355026866;*;*20110203;*58;*37;*51;*7.14;*5.4;*J;*8512 2000;*43;*20230401;*Headlight Set;*04-11        H7+H7 FšR LWR;*Equipment Variant: CCFL;*Vehicle Equipment: for vehicles without parking assist;*Vehicle Equipment: for vehicles with headlamp levelling;*Colour: Black;*Colour: Crystal clear;*Shape: Round;*;*
1280850;*BMW;*DESIGNSTOßSTANGE VORN E82,;*SPORTSTOßSTANGE;*07-13       SPORT-TECHNIK,;*T;*1;*289.9;*0;*0;*1;*;*4052355415868;*;*20141021;*201;*54;*61;*5.5;*0;*N;*8708 1090;*110;*20230401;*Bumper;*07-13       SPORT-TECHNIK,;*Equipment Variant: Sport-Technik;*Fitting Position: Front;*Light Function: with fog light;*Material: Plastic;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles without parking assist;*;*
1280851;*BMW;*DESIGNSTOßSTANGE VORN E82,;*SPORTSTOßSTANGE;*07-13       SPORT-TECHNIK,;*T;*1;*259;*0;*0;*1;*;*4052355415875;*;*20141021;*190;*75;*65;*5.5;*0;*N;*8708 1090;*110;*20230401;*Bumper;*07-13       SPORT-TECHNIK,;*Equipment Variant: Sport-Technik;*Fitting Position: Front;*Light Function: with fog light;*Material: Plastic;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles with parking assist;*;*
1280855;*BMW;*DESIGNSTOßSTANGE HINT.E82,;*SPORTSTOßSTANGE;*07-13       SPORT-TECHNIK,;*T;*1;*289;*0;*0;*1;*;*4052355415882;*;*20141021;*180;*74;*54;*8.4;*4.8;*N;*8708 1090;*110;*20230401;*Bumper;*07-13       SPORT-TECHNIK,;*Equipment Variant: Sport-Technik;*Fitting Position: Rear;*Material: Plastic;*Bumper Version: Tuning Sport Bumper;*Vehicle Equipment: for vehicles without parking assist;*Surface: Primed;*;*
